Date,NFT Name,ITEM ,Method,Alpha Group,Mint/NFT Cost (ETH),Mint/NFT Cost ($),Gas Fee (ETH),Gas Fees ($),Listing Fee Total (ETH),Listing Fee Total ($),Cost of Trade (ETH),Sell Price (ETH),Breakeven,OS Fee,Royalty Fee,Total Fees (ETH),Initial + Fee (ETH),Eth Expect to Receive,Location,Type,Wallet,Transfer?
02/16/2022,,7087,Secondary,WP,0.0720,$118.94,0.0051,$8.48,0.0016,$2.63,0.0787,0.0000,0.0900,2.5%,10.0%,0.0067,0.0787,0.0000,MM Wallet,NFT,Old Wallet,NO
02/16/2022,,3731,Secondary,WP,0.0800,$132.29,0.0046,$7.65,0.0000,$0.00,0.0846,0.0000,0.0967,2.5%,10.0%,0.0046,0.0846,0.0000,MM Wallet,NFT,Old Wallet,NO
02/16/2022,,9,Airdrop,MK,0.0000,$0.00,0.0090,$15.26,0.0025,$4.22,0.0115,,0.0132,2.5%,10.0%,0.0115,0.0115,0.0000,MM Wallet,NFT,Ledger,
02/17/2022,,779,Mint,TW,0.1800,$517.12,0.0099,$28.33,0.0053,$15.21,0.1952,0.3500,0.2168,2.5%,7.5%,0.0502,0.2302,0.3150,MM Wallet,NFT,Old Wallet,NO
02/17/2022,,778,Mint,TW,0.1800,$517.12,0.0099,$28.33,0.0000,$0.00,0.1899,0.3100,0.2110,2.5%,7.5%,0.0409,0.2209,0.2790,MM Wallet,NFT,Old Wallet,NO
02/17/2022,,7499,Airdrop,WP,0.0000,$0.00,0.0051,$8.48,0.0000,$0.00,0.0051,0.0870,0.0059,2.5%,10.0%,0.0160,0.0160,0.0761,MM Wallet,NFT,Old Wallet,NO
02/17/2022,,2702,Secondary,AS,0.0525,$89.67,0.0084,$14.40,0.0034,$5.78,0.0643,0.0400,0.0646,0.0%,0.5%,0.0120,0.0645,0.0398,MM Wallet,NFT,Ledger,
02/17/2022,,2655,Secondary,AS,0.0525,$89.67,0.0084,$14.40,0.0000,$0.00,0.0609,0.0390,0.0612,0.0%,0.5%,0.0086,0.0611,0.0388,MM Wallet,NFT,Ledger,
02/18/2022,,8418,Airdrop,WP,0.0000,$1.17,0.0061,$10.42,0.0000,$0.00,0.0061,0.0940,0.0070,2.5%,10.0%,0.0179,0.0179,0.0823,MM Wallet,NFT,Old Wallet,NO
02/19/2022,,10,Airdrop,MK,0.0000,$0.00,0.0043,$7.30,0.0000,$0.00,0.0043,,0.0049,2.5%,10.0%,0.0043,0.0043,0.0000,MM Wallet,NFT,Ledger,
02/19/2022,,745,Secondary,NP,0.1250,$208.00,0.0045,$7.62,0.0010,$1.68,0.1305,0.1540,0.1312,0.0%,0.5%,0.0063,0.1313,0.1532,MM Wallet,NFT,Ledger,
02/21/2022,,483,Mint,NP,1.5000,"$3,866.51",0.0177,$45.71,0.0000,$0.00,1.5177,,1.6408,2.5%,5.0%,0.0177,1.5177,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
02/21/2022,,2967,Secondary,NP,0.1100,$284.74,0.0212,$54.83,0.0092,$22.20,0.1404,0.0180,0.1560,2.5%,7.5%,0.0322,0.1422,0.0162,MM Wallet,NFT,Old Wallet,NO
02/21/2022,,4188,Mint,WP,0.2200,$360.33,0.0027,$4.39,0.0022,$3.56,0.2248,0.2970,0.2379,0.5%,5.0%,0.0212,0.2412,0.2807,MM Wallet,NFT,Old Wallet,NO
02/21/2022,,4189,Mint,WP,0.2200,$360.33,0.0027,$4.39,0.0013,$2.05,0.2240,0.3200,0.2370,0.5%,5.0%,0.0216,0.2416,0.3024,MM Wallet,NFT,Old Wallet,NO
02/21/2022,,483,Mint,NP,1.5000,"$3,866.51",0.0177,$45.71,0.0000,$0.00,1.5177,,1.6408,2.5%,5.0%,0.0177,1.5177,0.0000,MM Wallet,NFT,Ledger,Transfer Received
02/22/2022,,3497,Mint,NP,0.0700,$176.72,0.0042,$10.52,0.0038,$9.66,0.0780,0.1485,0.0867,2.5%,7.5%,0.0229,0.0929,0.1337,MM Wallet,NFT,Old Wallet,NO
02/22/2022,,3498,Mint,NP,0.0700,$176.72,0.0042,$10.52,0.0000,$0.00,0.0742,0.1970,0.0824,2.5%,7.5%,0.0239,0.0939,0.1773,MM Wallet,NFT,Old Wallet,NO
02/22/2022,,3499,Mint,NP,0.0700,$176.72,0.0042,$10.52,0.0000,$0.00,0.0742,0.2710,0.0824,2.5%,7.5%,0.0313,0.1013,0.2439,MM Wallet,NFT,Old Wallet,NO
02/22/2022,,30,Mint,MK,0.0000,$0.00,0.0036,$5.89,0.0000,$0.00,0.0036,,0.0041,2.5%,10.0%,0.0036,0.0036,0.0000,MM Wallet,NFT,Old Wallet,NO
02/23/2022,,2767,Mint,YT,0.1800,$484.99,0.0083,$22.26,0.0026,$7.29,0.1909,,0.2182,2.5%,10.0%,0.0109,0.1909,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
02/23/2022,,31787,Mint,NP,0.0008,$1.25,0.0059,$9.49,0.0000,$0.00,0.0067,,0.0068,2.5%,0.0%,0.0059,0.0067,0.0000,MM Wallet,NFT,Old Wallet,NO
02/23/2022,,2767,Mint,YT,0.1800,$484.99,0.0083,$22.26,0.0026,$7.29,0.1909,,0.2182,2.5%,10.0%,0.0109,0.1909,0.0000,MM Wallet,NFT,Ledger,Transfer Received
02/23/2022,,31953,Mint,NP,0.0008,$1.25,0.0064,$10.35,0.0000,$0.00,0.0072,,0.0074,2.5%,0.0%,0.0064,0.0072,0.0000,MM Wallet,NFT,Ledger,
02/24/2022,,135,Mint,AZ,0.0070,$11.26,0.0006,$0.99,0.0014,$2.29,0.0090,,0.0093,2.5%,0.0%,0.0020,0.0090,0.0000,MM Wallet,NFT,Old Wallet,NO
02/24/2022,,136,Mint,AZ,0.0070,$11.26,0.0006,$0.99,0.0000,$0.00,0.0076,,0.0078,2.5%,0.0%,0.0006,0.0076,0.0000,MM Wallet,NFT,Old Wallet,NO
02/24/2022,,137,Mint,AZ,0.0070,$11.26,0.0006,$0.99,0.0000,$0.00,0.0076,,0.0078,2.5%,0.0%,0.0006,0.0076,0.0000,MM Wallet,NFT,Old Wallet,NO
02/24/2022,,138,Mint,AZ,0.0070,$11.26,0.0006,$0.99,0.0000,$0.00,0.0076,,0.0078,2.5%,0.0%,0.0006,0.0076,0.0000,MM Wallet,NFT,Old Wallet,NO
02/24/2022,,139,Mint,AZ,0.0070,$11.26,0.0006,$0.99,0.0000,$0.00,0.0076,,0.0078,2.5%,0.0%,0.0006,0.0076,0.0000,MM Wallet,NFT,Old Wallet,NO
02/26/2022,,2201,Secondary,AS,0.0207,$33.13,0.0036,$5.71,0.0011,$1.71,0.0253,0.0279,0.0254,0.0%,0.5%,0.0048,0.0254,0.0278,MM Wallet,NFT,Old Wallet,NO
02/26/2022,,1842,Secondary,AS,0.0207,$33.13,0.0036,$5.71,0.0000,$0.00,0.0242,0.0294,0.0244,0.0%,0.5%,0.0037,0.0244,0.0293,MM Wallet,NFT,Old Wallet,NO
02/26/2022,,1812,Secondary,AS,0.0207,$33.13,0.0036,$5.71,0.0000,$0.00,0.0242,0.0320,0.0244,0.0%,0.5%,0.0037,0.0244,0.0318,MM Wallet,NFT,Old Wallet,NO
02/26/2022,,5,Secondary,AG,0.0050,$8.18,0.0032,$5.17,0.0000,$0.00,0.0082,,0.0093,2.5%,10.0%,0.0032,0.0082,0.0000,MM Wallet,NFT,Ledger,
02/27/2022,,1,Mint,TW,0.0059,$15.37,0.0083,$21.60,0.0058,$15.09,0.0200,,0.0205,2.5%,0.0%,0.0141,0.0200,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
02/27/2022,,1,Mint,TW,0.0059,$15.37,0.0083,$21.60,0.0058,$15.09,0.0200,,0.0205,2.5%,0.0%,0.0141,0.0200,0.0000,MM Wallet,NFT,Ledger,Transfer Received
02/28/2022,,530,Mint,WP,0.2697,$438.86,0.0061,$9.87,0.0017,$2.84,0.2775,0.2986,0.2789,0.0%,0.5%,0.0093,0.2790,0.2971,MM Wallet,NFT,Ledger,
03/01/2022,,1594,Mint,YT,0.0700,$207.83,0.0036,$10.58,0.0029,$8.46,0.0765,0.1297,0.0827,2.5%,5.0%,0.0162,0.0862,0.1200,MM Wallet,NFT,Old Wallet,NO
03/01/2022,,1595,Mint,YT,0.0700,$207.83,0.0036,$10.58,0.0000,$0.00,0.0736,0.1970,0.0796,2.5%,5.0%,0.0184,0.0884,0.1822,MM Wallet,NFT,Old Wallet,NO
03/02/2022,,2523,Mint,WP,0.0000,$0.00,0.0036,$5.92,0.0000,$0.00,0.0036,,0.0036,0.0%,0.0%,0.0036,0.0036,0.0000,MM Wallet,NFT,Old Wallet,NO
03/03/2022,,5208,Mint,NP,0.3500,$949.79,0.0096,$25.99,0.0024,$6.62,0.3620,0.6470,0.3914,2.5%,5.0%,0.0605,0.4105,0.5985,MM Wallet,NFT,Old Wallet,NO
03/03/2022,,502,Secondary,WP,0.0295,$46.28,0.0048,$7.53,0.0022,$3.51,0.0365,0.0390,0.0385,0.0%,5.0%,0.0090,0.0385,0.0371,MM Wallet,NFT,Old Wallet,NO
03/04/2022,,2878,Mint,YT,0.6000,"$1,571.83",0.0159,$41.76,0.0022,$5.69,0.6181,,0.6611,2.5%,4.0%,0.0181,0.6181,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
03/04/2022,,1593,Mint,TW,0.0880,$230.23,0.0032,$8.50,0.0028,$7.22,0.0940,0.1980,0.1044,2.5%,7.5%,0.0258,0.1138,0.1782,MM Wallet,NFT,Old Wallet,NO
03/04/2022,,1594,Mint,TW,0.0880,$230.23,0.0032,$8.50,0.0000,$0.00,0.0912,0.1890,0.1013,2.5%,7.5%,0.0221,0.1101,0.1701,MM Wallet,NFT,Old Wallet,NO
03/04/2022,,2878,Mint,YT,0.6000,"$1,571.83",0.0159,$41.76,0.0022,$5.69,0.6181,,0.6611,2.5%,4.0%,0.0181,0.6181,0.0000,MM Wallet,NFT,Ledger,Transfer Received
03/06/2022,,3,Mint,MK,0.0007,$1.08,0.0035,$5.46,0.0000,$0.00,0.0042,,0.0051,2.5%,15.0%,0.0035,0.0042,0.0000,MM Wallet,NFT,Ledger,
03/07/2022,,22754,Mint,WP,0.0008,$1.22,0.0006,$0.99,0.0000,$0.00,0.0014,,0.0014,0.0%,0.0%,0.0006,0.0014,0.0000,MM Wallet,NFT,Old Wallet,NO
03/07/2022,,22755,Mint,WP,0.0008,$1.22,0.0006,$0.99,0.0000,$0.00,0.0014,,0.0014,0.0%,0.0%,0.0006,0.0014,0.0000,MM Wallet,NFT,Old Wallet,NO
03/07/2022,,22756,Mint,WP,0.0008,$1.22,0.0006,$0.99,0.0000,$0.00,0.0014,,0.0014,0.0%,0.0%,0.0006,0.0014,0.0000,MM Wallet,NFT,Old Wallet,NO
03/07/2022,,22757,Mint,WP,0.0008,$1.22,0.0006,$0.99,0.0000,$0.00,0.0014,,0.0014,0.0%,0.0%,0.0006,0.0014,0.0000,MM Wallet,NFT,Old Wallet,NO
03/07/2022,,22758,Mint,WP,0.0008,$1.22,0.0006,$0.99,0.0000,$0.00,0.0014,,0.0014,0.0%,0.0%,0.0006,0.0014,0.0000,MM Wallet,NFT,Old Wallet,NO
03/07/2022,,4745,Mint,NP,0.0870,$245.75,0.0073,$11.44,0.0000,$0.00,0.0943,0.1290,0.1000,0.0%,5.7%,0.0147,0.1017,0.1216,MM Wallet,NFT,Old Wallet,NO
03/07/2022,,22726,Mint,WP,0.0008,$1.22,0.0007,$1.04,0.0000,$0.00,0.0014,,0.0015,2.5%,0.0%,0.0007,0.0014,0.0000,MM Wallet,NFT,Ledger,
03/07/2022,,22727,Mint,WP,0.0008,$1.22,0.0007,$1.04,0.0000,$0.00,0.0014,,0.0015,2.5%,0.0%,0.0007,0.0014,0.0000,MM Wallet,NFT,Ledger,
03/07/2022,,22728,Mint,WP,0.0008,$1.22,0.0007,$1.04,0.0000,$0.00,0.0014,,0.0015,2.5%,0.0%,0.0007,0.0014,0.0000,MM Wallet,NFT,Ledger,
03/07/2022,,22729,Mint,WP,0.0008,$1.22,0.0007,$1.04,0.0000,$0.00,0.0014,,0.0015,2.5%,0.0%,0.0007,0.0014,0.0000,MM Wallet,NFT,Ledger,
03/07/2022,,22730,Mint,WP,0.0008,$1.22,0.0007,$1.04,0.0000,$0.00,0.0014,,0.0015,2.5%,0.0%,0.0007,0.0014,0.0000,MM Wallet,NFT,Ledger,
03/08/2022,,7234,Secondary,NP,0.0299,$45.60,0.0080,$13.92,0.0017,$2.42,0.0396,0.0055,0.0417,0.0%,5.0%,0.0100,0.0399,0.0052,MM Wallet,NFT,Old Wallet,NO
03/08/2022,,7235,Secondary,NP,0.0299,$45.60,0.0080,$13.92,0.0000,$0.00,0.0379,0.0055,0.0399,0.0%,5.0%,0.0083,0.0382,0.0052,MM Wallet,NFT,Old Wallet,NO
03/08/2022,,7928,Secondary,NP,0.1000,$155.15,0.0085,$13.18,0.0027,$4.12,0.1112,0.1200,0.1117,0.0%,0.5%,0.0118,0.1118,0.1194,MM Wallet,NFT,Ledger,
03/08/2022,,6810,Secondary,NP,0.5900,$917.13,0.0066,$10.32,0.0000,$0.00,0.5966,0.6440,0.5996,0.0%,0.5%,0.0099,0.5999,0.6408,MM Wallet,NFT,Ledger,
03/08/2022,,7690,Secondary,NP,0.5500,$825.81,0.0041,$6.42,0.0000,$0.00,0.5541,0.1199,0.5569,0.0%,0.5%,0.0047,0.5547,0.1193,MM Wallet,NFT,Ledger,
03/09/2022,,7415,Airdrop,NP,0.0000,$0.00,0.0000,$0.00,0.0029,$8.09,0.0029,,0.0031,2.5%,5.0%,0.0029,0.0029,0.0000,MM Wallet,NFT,Ledger,Transfer Received
03/09/2022,,6782,Secondary,NP,0.7450,"$1,936.81",0.0130,$33.70,0.0291,$82.10,0.7871,0.9490,0.8329,2.5%,3.0%,0.0943,0.8393,0.8968,MM Wallet,NFT,Ledger,NO
03/09/2022,,7,Airdrop,MK,0.0000,$0.00,0.0000,$0.00,0.0000,$0.00,0.0000,,0.0000,2.5%,5.0%,0.0000,0.0000,0.0000,MM Wallet,NFT,Ledger,
03/09/2022,,39580,Airdrop,MK,0.0000,$13.37,0.0009,$1.27,0.0000,$0.00,0.0009,,0.0010,2.5%,10.0%,0.0009,0.0009,0.0000,MM Wallet,NFT,Ledger,
03/09/2022,,39581,Airdrop,MK,0.0000,$0.00,0.0000,$0.00,0.0000,$0.00,0.0000,,0.0000,2.5%,10.0%,0.0000,0.0000,0.0000,MM Wallet,NFT,Ledger,
03/09/2022,,39582,Airdrop,MK,0.0000,$0.00,0.0000,$0.00,0.0000,$0.00,0.0000,,0.0000,2.5%,10.0%,0.0000,0.0000,0.0000,MM Wallet,NFT,Ledger,
03/09/2022,,39583,Airdrop,MK,0.0000,$0.00,0.0000,$0.00,0.0000,$0.00,0.0000,,0.0000,2.5%,10.0%,0.0000,0.0000,0.0000,MM Wallet,NFT,Ledger,
03/09/2022,,39584,Airdrop,MK,0.0000,$0.00,0.0000,$0.00,0.0000,$0.00,0.0000,,0.0000,2.5%,10.0%,0.0000,0.0000,0.0000,MM Wallet,NFT,Ledger,
03/10/2022,,4026,Mint,NP,0.1500,$391.48,0.0018,$4.76,0.0023,$5.97,0.1541,0.2498,0.1761,2.5%,10.0%,0.0353,0.1853,0.2186,MM Wallet,NFT,Old Wallet,NO
03/10/2022,,4027,Mint,NP,0.1500,$391.48,0.0018,$4.76,0.0000,$0.00,0.1518,0.2340,0.1735,2.5%,10.0%,0.0311,0.1811,0.2048,MM Wallet,NFT,Old Wallet,NO
03/10/2022,,248,Mint,AS,0.4000,$22.54,0.0082,$9.56,0.0025,$2.83,0.4107,4.0000,0.4563,2.5%,7.5%,0.4107,0.8107,3.6000,MM Wallet,NFT,Old Wallet,NO
03/10/2022,,412,Secondary,WP,0.0129,$35.20,0.0080,$11.29,0.0020,$2.81,0.0229,0.0060,0.0230,0.0%,0.5%,0.0100,0.0229,0.0060,MM Wallet,NFT,Ledger,
03/10/2022,,186,Secondary,WP,0.0250,$53.48,0.0066,$9.43,0.0000,$0.00,0.0316,0.0049,0.0318,0.0%,0.5%,0.0066,0.0316,0.0049,MM Wallet,NFT,Ledger,
03/10/2022,,188,Secondary,WP,0.0250,$53.48,0.0066,$9.43,0.0000,$0.00,0.0316,0.0020,0.0318,0.0%,0.5%,0.0066,0.0316,0.0020,MM Wallet,NFT,Ledger,
03/14/2022,,2230,Mint,NP,0.1500,$379.30,0.0042,$10.60,0.0033,$8.30,0.1575,0.4469,0.1759,2.5%,8.0%,0.0544,0.2044,0.4000,MM Wallet,NFT,Old Wallet,NO
03/16/2022,,1,Mint,NP,1.0000,"$2,662.03",0.0036,$9.47,0.0021,$5.61,1.0057,1.1490,1.0872,2.5%,5.0%,0.0919,1.0919,1.0628,MM Wallet,NFT,Old Wallet,NO
03/16/2022,,3654,Mint,NP,0.0880,$0.00,0.0021,$5.88,0.0021,$5.79,0.0922,0.1210,0.1024,2.5%,7.5%,0.0163,0.1043,0.1089,MM Wallet,NFT,Old Wallet,NO
03/16/2022,,3655,Mint,NP,0.0880,$0.00,0.0021,$5.88,0.0000,$0.00,0.0901,0.1279,0.1001,2.5%,7.5%,0.0149,0.1029,0.1151,MM Wallet,NFT,Old Wallet,NO
03/16/2022,,3656,Mint,NP,0.0880,$0.00,0.0021,$5.88,0.0000,$0.00,0.0901,0.1276,0.1001,2.5%,7.5%,0.0149,0.1029,0.1148,MM Wallet,NFT,Old Wallet,NO
03/16/2022,,1,Mint,NP,1.0000,"$2,642.73",0.0039,$10.19,0.0000,$0.00,1.0039,1.4820,1.0852,2.5%,5.0%,0.1150,1.1150,1.3709,MM Wallet,NFT,Ledger,NO
03/22/2022,,224,Mint,NP,0.0600,$105.36,0.0033,$5.77,0.0016,$2.85,0.0649,0.2449,0.0702,0.0%,7.5%,0.0233,0.0833,0.2265,MM Wallet,NFT,Ledger,
03/25/2022,,1003,Mint,LV,0.2000,$631.18,0.0100,$31.71,0.0000,$0.00,0.2100,0.5850,0.2334,2.5%,7.5%,0.0685,0.2685,0.5265,MM Wallet,NFT,Old Wallet,NO
03/25/2022,,2394,Secondary,LV,0.3290,"$1,021.82",0.0097,$30.21,0.0013,$4.04,0.3400,0.4590,0.3778,2.5%,7.5%,0.0569,0.3859,0.4131,MM Wallet,NFT,Old Wallet,NO
03/25/2022,,266,Secondary,LV,0.4990,"$1,552.51",0.0109,$33.88,0.0000,$0.00,0.5099,,0.5665,2.5%,7.5%,0.0109,0.5099,0.0000,MM Wallet,NFT,Old Wallet,NO
03/25/2022,,5,Airdrop,MK,0.0000,$1.21,0.0036,$6.29,0.0000,$0.00,0.0036,,0.0037,0.0%,4.2%,0.0036,0.0036,0.0000,MM Wallet,NFT,Ledger,
03/30/2022,,94,Mint,NP,0.0000,$0.00,0.0028,$5.09,0.0014,$2.50,0.0042,0.0100,0.0045,0.0%,6.0%,0.0048,0.0048,0.0094,MM Wallet,NFT,Old Wallet,NO
03/31/2022,,1,Airdrop,NP,0.0000,$0.00,0.0000,$0.00,0.0017,$3.79,0.0017,0.0860,0.0018,0.0%,0.5%,0.0022,0.0022,0.0856,MM Wallet,NFT,Ledger,
03/31/2022,,7,Airdrop,NP,0.0000,$0.00,0.0000,$0.00,0.0000,$0.00,0.0000,0.4790,0.0000,0.0%,0.5%,0.0024,0.0024,0.4766,MM Wallet,NFT,Ledger,
04/02/2022,,132,Airdrop,NP,0.0000,$0.00,0.0000,$0.00,0.0010,$1.76,0.0010,0.0120,0.0010,0.0%,0.5%,0.0010,0.0010,0.0119,MM Wallet,NFT,Old Wallet,NO
04/03/2022,,287,Mint,NP,0.0007,$1.26,0.0040,$7.19,0.0014,$2.59,0.0061,,0.0064,0.0%,5.0%,0.0054,0.0061,0.0000,MM Wallet,NFT,Old Wallet,NO
04/04/2022,,469,Mint,NP,0.1200,$224.42,0.0183,$34.14,0.0000,$0.00,0.1383,0.2170,0.1495,0.0%,7.5%,0.0345,0.1545,0.2007,MM Wallet,NFT,Ledger,
04/04/2022,,821,Secondary,WP,0.0750,$140.23,0.0138,$25.72,0.0042,$7.86,0.0930,,0.0930,0.0%,0.0%,0.0180,0.0930,0.0000,MM Wallet,NFT,Ledger,
04/07/2022,,2807,Mint,LV,0.1500,$478.90,0.0116,$37.02,0.0081,$25.92,0.1697,0.4970,0.1876,2.5%,7.0%,0.0670,0.2170,0.4498,MM Wallet,NFT,Old Wallet,NO
04/07/2022,,2808,Mint,LV,0.1500,$478.90,0.0116,$37.02,0.0000,$0.00,0.1616,0.5680,0.1786,2.5%,7.0%,0.0656,0.2156,0.5140,MM Wallet,NFT,Old Wallet,NO
04/07/2022,,35,Mint,NP,0.0007,$1.28,0.0037,$6.82,0.0000,$0.00,0.0044,,0.0051,2.5%,12.5%,0.0037,0.0044,0.0000,MM Wallet,NFT,Old Wallet,NO
04/09/2022,,8,Secondary,NP,0.1000,$301.03,0.0080,$24.23,0.0075,$14.50,0.1156,,0.1321,2.5%,10.0%,0.0156,0.1156,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
04/09/2022,,8,Secondary,NP,0.1000,$301.03,0.0080,$24.23,0.0075,$14.50,0.1156,,0.1321,2.5%,10.0%,0.0156,0.1156,0.0000,MM Wallet,NFT,Ledger,Transfer Received
04/10/2022,,700,Mint,NP,0.3300,$22.54,0.0078,$8.99,0.0000,$0.00,0.3378,3.5000,0.3728,2.5%,6.9%,0.3368,0.6668,3.1710,MM Wallet,NFT,Old Wallet,NO
04/11/2022,,553,Mint,NP,0.0375,$113.46,0.0104,$31.49,0.0023,$6.91,0.0502,0.0790,0.0515,2.5%,0.0%,0.0147,0.0522,0.0770,MM Wallet,NFT,Old Wallet,NO
04/11/2022,,553,Mint,NP,0.0375,$113.46,0.0104,$31.49,0.0028,$8.45,0.0507,0.0550,0.0520,2.5%,0.0%,0.0146,0.0521,0.0536,MM Wallet,NFT,Old Wallet,NO
04/12/2022,,6177,Mint,NP,0.0000,$0.00,0.0016,$3.08,0.0000,$0.00,0.0016,,0.0016,0.0%,0.0%,0.0016,0.0016,0.0000,MM Wallet,NFT,Old Wallet,NO
04/12/2022,,3931,Secondary,AS,0.0105,$20.18,0.0047,$9.06,0.0013,$2.52,0.0165,0.0007,0.0176,0.0%,6.3%,0.0061,0.0166,0.0007,MM Wallet,NFT,Old Wallet,NO
04/12/2022,,3929,Secondary,AS,0.0105,$20.18,0.0047,$9.06,0.0000,$0.00,0.0152,0.0007,0.0162,0.0%,6.3%,0.0048,0.0153,0.0007,MM Wallet,NFT,Old Wallet,NO
04/12/2022,,3926,Secondary,AS,0.0105,$20.18,0.0047,$9.06,0.0000,$0.00,0.0152,0.0014,0.0162,0.0%,6.3%,0.0048,0.0153,0.0013,MM Wallet,NFT,Old Wallet,NO
04/12/2022,,3938,Secondary,AS,0.0105,$20.18,0.0047,$9.06,0.0000,$0.00,0.0152,0.0007,0.0162,0.0%,6.3%,0.0048,0.0153,0.0007,MM Wallet,NFT,Old Wallet,NO
04/14/2022,,5302,Mint,NP,0.2500,$753.83,0.0124,$37.52,0.0034,$10.36,0.2659,0.3600,0.2938,2.5%,7.0%,0.0501,0.3001,0.3258,MM Wallet,NFT,Old Wallet,NO
04/14/2022,,4242,Secondary,NP,0.1580,$329.64,0.0070,$14.55,0.0017,$3.57,0.1667,,0.1786,2.5%,4.2%,0.0087,0.1667,0.0000,MM Wallet,NFT,Ledger,
04/14/2022,,9491,Secondary,NP,0.1080,$232.66,0.0059,$12.34,0.0000,$0.00,0.1139,,0.1221,2.5%,4.2%,0.0059,0.1139,0.0000,MM Wallet,NFT,Ledger,
04/14/2022,,5781,Secondary,NP,0.1269,$264.94,0.0034,$7.14,0.0000,$0.00,0.1303,,0.1397,2.5%,4.2%,0.0034,0.1303,0.0000,MM Wallet,NFT,Ledger,
04/14/2022,,7096,Secondary,NP,0.0970,$202.95,0.0038,$7.98,0.0000,$0.00,0.1008,,0.1080,2.5%,4.2%,0.0038,0.1008,0.0000,MM Wallet,NFT,Ledger,
04/14/2022,,8628,Secondary,NP,0.0970,$202.95,0.0038,$7.98,0.0000,$0.00,0.1008,,0.1080,2.5%,4.2%,0.0038,0.1008,0.0000,MM Wallet,NFT,Ledger,
04/15/2022,,159,Mint,MK,0.0000,$0.00,0.0044,$9.19,0.0018,$3.78,0.0062,,0.0071,2.5%,10.0%,0.0062,0.0062,0.0000,MM Wallet,NFT,Old Wallet,NO
04/15/2022,,1608,Secondary,WP,0.0340,$71.44,0.0050,$10.51,0.0014,$2.92,0.0404,0.0262,0.0404,0.0%,0.0%,0.0064,0.0404,0.0262,MM Wallet,NFT,Ledger,
04/17/2022,,2257,Secondary,NP,0.1200,$368.52,0.0088,$26.94,0.0014,$4.26,0.1302,0.1469,0.1370,2.5%,2.5%,0.0175,0.1375,0.1396,MM Wallet,NFT,Old Wallet,NO
04/17/2022,,267,Mint,MK,0.0005,$1.04,0.0057,$11.90,0.0000,$0.00,0.0062,,0.0064,2.5%,0.0%,0.0057,0.0062,0.0000,MM Wallet,NFT,Ledger,
04/19/2022,,3185,Mint,NP,0.0927,$289.19,0.0052,$16.17,0.0021,$6.67,0.1000,0.1249,0.1082,2.5%,5.0%,0.0167,0.1094,0.1155,MM Wallet,NFT,Old Wallet,NO
04/22/2022,,435,Secondary,NP,0.2690,$797.06,0.0116,$34.27,0.0036,$8.06,0.2842,0.0070,0.3248,2.5%,10.0%,0.0161,0.2851,0.0061,MM Wallet,NFT,Old Wallet,NO
04/22/2022,,7345,Secondary,NP,0.2590,$767.43,0.0099,$29.42,0.0000,$0.00,0.2689,0.0070,0.3073,2.5%,10.0%,0.0108,0.2698,0.0061,MM Wallet,NFT,Old Wallet,NO
04/22/2022,,10169,Secondary,NP,2.1000,"$7,128.38",0.0077,$22.78,0.0053,$15.84,2.1130,4.6900,2.2843,2.5%,5.0%,0.3648,2.4648,4.3383,MM Wallet,NFT,Ledger,NO
04/25/2022,,486,Mint,AS,0.0390,$70.74,0.0042,$7.56,0.0033,$6.04,0.0465,0.0550,0.0465,0.0%,0.0%,0.0075,0.0465,0.0550,MM Wallet,NFT,Old Wallet,NO
04/25/2022,,487,Mint,AS,0.0390,$70.74,0.0042,$7.56,0.0000,$0.00,0.0432,,0.0443,2.5%,0.0%,0.0042,0.0432,0.0000,MM Wallet,NFT,Old Wallet,NO
04/27/2022,,1334,Mint,NP,0.2000,$576.78,0.0054,$15.53,0.0000,$0.00,0.2054,0.0670,0.2220,2.5%,5.0%,0.0104,0.2104,0.0620,MM Wallet,NFT,Old Wallet,NO
04/27/2022,,1000423,Mint,MK,0.0000,$0.00,0.0061,$11.63,0.0000,$0.00,0.0061,,0.0063,2.5%,0.0%,0.0061,0.0061,0.0000,MM Wallet,NFT,Old Wallet,NO
05/01/2022,,96883,Mint,NP,2.9349,"$8,298.48",1.0946,"$3,040.37",0.0111,$30.81,4.0406,7.8800,4.3682,2.5%,5.0%,1.6967,4.6316,7.2890,MM Wallet,NFT,Ledger,NO
05/01/2022,,96884,Mint,NP,2.9349,"$8,298.48",1.0946,"$3,040.37",0.0014,$1.67,4.0310,1.5400,4.1556,2.5%,0.5%,1.1423,4.0772,1.4938,MM Wallet,NFT,Ledger,NO
05/10/2022,,4307,Mint,LV,0.2500,$22.54,0.0078,$8.99,0.0000,$0.00,0.2578,2.9000,0.2845,2.5%,6.9%,0.2804,0.5304,2.6274,MM Wallet,NFT,Old Wallet,NO
05/16/2022,,968,Secondary,NP,0.0180,$36.52,0.0051,$10.33,0.0008,$1.54,0.0239,0.0470,0.0273,2.5%,10.0%,0.0117,0.0297,0.0411,MM Wallet,NFT,Old Wallet,NO
